c1,c2,c2,b1,b2,lhAC,iw,nperiflw,nperfilw2,nperfilw3,zwGround,LFuselageLAPES,WFuselageLAPES,nCelulas,tauE,xCG_Acw,airfoilhIndex,Arh,motorIndex,infoBat,volumeBox,configBox,boxUse,batteryConsumption,Score
0.23,0.22,0.20,0.76,0.45,0.67,3.36,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.53,0.25,6.00,3.52,1.00,6.00,0.03,33.00,0.98,1656.08,222.56
0.23,0.21,0.19,0.81,0.49,0.72,4.84,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.57,0.22,8.00,3.33,1.00,6.00,0.03,33.00,0.92,1634.68,210.75
0.24,0.24,0.23,0.76,0.43,0.66,3.02,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.56,0.21,7.00,3.32,1.00,6.00,0.03,33.00,1.00,1694.28,229.35
0.25,0.20,0.18,0.73,0.51,0.68,4.42,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.53,0.25,6.00,3.26,1.00,6.00,0.03,33.00,0.99,1632.37,205.37
0.24,0.24,0.23,0.77,0.43,0.67,3.08,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.56,0.21,7.00,3.31,1.00,6.00,0.03,33.00,1.00,1685.75,219.88
0.23,0.21,0.19,0.74,0.48,0.67,4.68,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.24,8.00,3.33,1.00,6.00,0.03,33.00,0.98,1630.02,226.24
0.22,0.21,0.20,0.73,0.48,0.67,4.93,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.24,8.00,3.27,1.00,6.00,0.03,33.00,0.94,1850.16,230.18
0.24,0.24,0.19,0.66,0.47,0.63,3.36,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.55,0.20,7.00,3.23,1.00,6.00,0.03,33.00,1.00,1663.22,221.07
0.22,0.20,0.20,0.74,0.49,0.67,2.85,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.57,0.26,8.00,3.54,1.00,6.00,0.03,33.00,0.96,1665.63,216.09
0.22,0.21,0.19,0.75,0.48,0.67,4.69,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.27,8.00,3.35,1.00,6.00,0.03,33.00,0.95,1616.53,220.68
0.22,0.20,0.19,0.80,0.45,0.70,3.30,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.21,8.00,3.33,1.00,6.00,0.03,33.00,0.93,1650.08,218.31
0.23,0.21,0.19,0.77,0.48,0.69,4.93,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.55,0.22,7.00,3.39,1.00,6.00,0.03,33.00,0.92,1623.40,229.98
0.22,0.21,0.18,0.71,0.49,0.68,3.38,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.55,0.18,8.00,3.31,1.00,6.00,0.03,33.00,0.94,1644.76,220.13
0.23,0.22,0.20,0.73,0.48,0.68,4.81,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.52,0.22,8.00,3.46,1.00,6.00,0.03,33.00,0.96,1717.87,231.94
0.23,0.21,0.19,0.76,0.49,0.70,4.99,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.56,0.21,8.00,3.34,1.00,6.00,0.03,33.00,0.93,1704.52,231.73
0.23,0.22,0.20,0.73,0.48,0.67,4.82,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.52,0.25,8.00,3.52,1.00,6.00,0.03,33.00,0.97,1749.95,231.64
0.22,0.21,0.20,0.73,0.48,0.67,4.93,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.24,8.00,3.27,1.00,6.00,0.03,33.00,0.94,1850.16,230.18
0.22,0.21,0.20,0.73,0.48,0.67,4.93,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.24,8.00,3.27,1.00,6.00,0.03,33.00,0.94,1850.16,230.18
0.25,0.21,0.18,0.70,0.48,0.65,2.65,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.53,0.24,7.00,3.32,1.00,6.00,0.03,33.00,1.00,1690.55,221.11
0.22,0.21,0.19,0.75,0.49,0.68,2.72,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.26,6.00,3.50,1.00,6.00,0.03,33.00,0.94,1662.60,211.68
0.24,0.21,0.20,0.73,0.48,0.66,4.75,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.52,0.24,4.00,3.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.21,0.21,0.19,0.70,0.49,0.68,4.03,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.17,4.00,3.37,1.00,6.00,0.03,33.00,0.90,1592.60,210.31
0.23,0.21,0.19,0.74,0.48,0.67,3.01,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.25,8.00,3.27,1.00,6.00,0.03,33.00,0.97,1673.28,221.59
0.22,0.21,0.20,0.76,0.48,0.69,-0.72,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.53,0.24,6.00,3.31,1.00,0.00,0.00,0.00,0.00,0.00,0.00
0.24,0.21,0.20,0.76,0.49,0.70,2.83,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.56,0.21,4.00,3.32,1.00,6.00,0.03,33.00,0.95,1657.62,193.91
0.22,0.22,0.20,0.71,0.49,0.66,3.58,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.57,0.25,8.00,3.56,1.00,6.00,0.03,33.00,0.97,1657.91,226.42
0.23,0.23,0.19,0.75,0.43,0.65,4.27,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.54,0.25,7.00,3.34,1.00,6.00,0.03,33.00,0.97,1641.14,226.41
0.25,0.21,0.20,0.69,0.45,0.64,4.41,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.21,4.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.23,0.22,0.18,0.70,0.47,0.65,4.80,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.53,0.22,1.00,3.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.23,0.22,0.19,0.71,0.47,0.66,4.54,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.54,0.21,6.00,3.32,1.00,6.00,0.03,33.00,0.96,1612.53,220.70
0.24,0.24,0.19,0.70,0.47,0.65,4.64,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.23,7.00,3.25,1.00,6.00,0.03,33.00,1.00,1750.94,232.39
0.23,0.21,0.18,0.75,0.49,0.69,4.88,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.23,7.00,3.34,1.00,6.00,0.03,33.00,0.94,1642.89,207.46
0.23,0.21,0.19,0.74,0.49,0.68,3.33,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.24,6.00,3.33,1.00,6.00,0.03,33.00,0.96,1647.24,218.68
0.22,0.21,0.19,0.75,0.45,0.67,4.06,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.21,2.00,3.14,1.00,6.00,0.03,33.00,0.94,1605.58,214.61
0.25,0.21,0.18,0.71,0.49,0.67,4.65,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.21,8.00,3.32,1.00,6.00,0.03,33.00,1.00,1630.52,204.49
0.24,0.22,0.20,0.72,0.46,0.65,3.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.23,4.00,3.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.23,0.20,0.19,0.72,0.48,0.67,3.57,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.54,0.22,7.00,3.36,1.00,6.00,0.03,33.00,0.94,1638.97,220.26
0.24,0.22,0.20,0.71,0.49,0.66,4.82,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.25,7.00,3.37,1.00,6.00,0.03,33.00,0.99,1627.36,226.95
0.24,0.23,0.19,0.76,0.42,0.67,2.98,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.19,6.00,3.34,1.00,6.00,0.03,33.00,1.00,1671.62,218.40
0.21,0.21,0.18,0.70,0.49,0.67,4.67,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.54,0.23,6.00,3.36,1.00,6.00,0.03,33.00,0.93,1593.92,214.86
0.24,0.24,0.23,0.75,0.39,0.63,3.27,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.55,0.23,6.00,3.36,1.00,6.00,0.00,0.00,0.00,1674.24,201.50
0.23,0.22,0.19,0.73,0.49,0.67,4.00,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.54,0.22,6.00,3.31,1.00,6.00,0.03,33.00,0.95,1640.64,227.54
0.25,0.24,0.18,0.77,0.24,0.57,1.48,2.00,2.00,2.00,0.18,0.25,0.07,3.00,0.53,0.25,7.00,3.34,1.00,6.00,0.00,0.00,0.00,0.00,0.00
0.23,0.23,0.19,0.78,0.50,0.71,4.65,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.53,0.21,6.00,3.34,1.00,6.00,0.03,33.00,0.93,1635.04,209.44
0.24,0.24,0.21,0.75,0.43,0.66,3.16,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.55,0.21,5.00,3.32,1.00,6.00,0.03,33.00,1.00,1655.24,218.55
0.22,0.21,0.20,0.74,0.48,0.70,3.90,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.55,0.12,8.00,3.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.23,0.21,0.18,0.69,0.44,0.63,3.75,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.54,0.24,5.00,3.32,1.00,6.00,0.03,33.00,1.00,1602.39,207.40
0.25,0.24,0.19,0.69,0.43,0.62,3.53,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.24,7.00,3.44,1.00,6.00,0.00,0.00,0.00,1665.51,200.09
0.22,0.21,0.20,0.70,0.49,0.69,3.54,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.55,0.13,7.00,3.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.23,0.20,0.19,0.76,0.48,0.68,3.53,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.58,0.26,6.00,3.26,1.00,6.00,0.03,33.00,0.96,1643.41,221.33
0.24,0.24,0.23,0.76,0.43,0.66,2.94,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.55,0.21,5.00,3.36,1.00,6.00,0.03,33.00,1.00,1667.64,221.06
0.24,0.21,0.19,0.75,0.46,0.66,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.24,7.00,3.28,1.00,6.00,0.03,33.00,0.98,1623.90,226.73
0.22,0.21,0.19,0.75,0.46,0.69,4.82,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.17,6.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.24,0.22,0.18,0.70,0.44,0.63,3.39,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.24,8.00,3.32,1.00,6.00,0.03,33.00,1.00,1650.89,214.97
0.22,0.20,0.20,0.75,0.49,0.68,3.98,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.26,7.00,3.37,1.00,6.00,0.03,33.00,0.94,1636.57,222.41
0.24,0.22,0.18,0.74,0.51,0.70,4.70,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.56,0.18,7.00,3.29,1.00,6.00,0.03,33.00,0.95,1635.40,210.59
0.23,0.22,0.19,0.72,0.49,0.67,4.45,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.54,0.22,8.00,3.31,1.00,6.00,0.03,33.00,0.97,1635.78,226.27
0.23,0.21,0.19,0.71,0.48,0.67,4.58,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.56,0.22,5.00,3.27,1.00,6.00,0.03,33.00,0.98,1596.40,217.00
0.24,0.23,0.22,0.77,0.48,0.69,3.90,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.23,6.00,3.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.24,0.21,0.19,0.76,0.44,0.66,4.34,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.24,6.00,3.33,1.00,6.00,0.03,33.00,0.98,1630.33,226.57
0.23,0.23,0.18,0.74,0.48,0.67,4.84,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.52,0.26,8.00,3.52,1.00,6.00,0.03,33.00,0.99,1633.19,227.30
0.23,0.21,0.18,0.70,0.49,0.69,4.66,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.55,0.14,7.00,3.33,1.00,6.00,0.03,33.00,0.92,1611.78,223.10
0.22,0.22,0.18,0.71,0.48,0.67,3.38,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.20,5.00,3.31,1.00,6.00,0.03,33.00,0.95,1627.14,216.43
0.24,0.23,0.19,0.75,0.42,0.65,4.96,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.25,7.00,3.39,1.00,6.00,0.00,0.00,0.00,1618.22,201.98
0.23,0.21,0.19,0.71,0.47,0.65,4.58,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.54,0.24,8.00,3.32,1.00,6.00,0.03,33.00,0.99,1617.98,220.12
0.22,0.19,0.19,0.80,0.51,0.73,4.74,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.53,0.21,6.00,3.34,1.00,6.00,0.03,33.00,0.89,1608.51,201.10
0.24,0.23,0.18,0.74,0.48,0.67,4.99,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.54,0.25,6.00,3.29,1.00,6.00,0.03,33.00,1.00,1614.66,224.01
0.23,0.21,0.20,0.76,0.49,0.70,4.98,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.56,0.21,8.00,3.30,1.00,6.00,0.03,33.00,0.94,1703.60,210.01
0.22,0.21,0.18,0.69,0.49,0.66,3.82,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.55,0.22,7.00,3.09,1.00,6.00,0.03,33.00,0.95,1631.48,219.64
0.21,0.21,0.19,0.75,0.48,0.68,4.70,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.24,5.00,3.31,1.00,6.00,0.03,33.00,0.92,1599.10,221.52
0.24,0.24,0.20,0.67,0.38,0.59,2.26,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.24,8.00,3.64,1.00,6.00,0.00,0.00,0.00,1720.35,198.35
0.24,0.21,0.18,0.71,0.50,0.67,3.16,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.54,0.23,6.00,3.31,1.00,6.00,0.03,33.00,0.99,1657.81,218.04
0.22,0.20,0.19,0.75,0.48,0.69,3.10,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.57,0.19,8.00,3.34,1.00,6.00,0.03,33.00,0.93,1654.92,218.08
0.23,0.22,0.22,0.72,0.43,0.64,4.84,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.52,0.24,8.00,3.32,1.00,6.00,0.00,0.00,0.00,1786.51,204.09
0.24,0.22,0.20,0.76,0.44,0.66,4.68,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.24,4.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.24,0.21,0.19,0.71,0.49,0.66,4.37,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.23,5.00,3.30,1.00,6.00,0.03,33.00,1.00,1605.24,216.77
0.23,0.21,0.19,0.76,0.49,0.69,4.55,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.54,0.24,3.00,3.33,1.00,6.00,0.03,33.00,0.93,1604.01,219.40
0.22,0.21,0.18,0.76,0.41,0.66,3.38,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.56,0.18,7.00,3.30,1.00,6.00,0.03,33.00,0.95,1627.03,209.43
0.25,0.21,0.19,0.76,0.45,0.68,3.75,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.55,0.20,5.00,3.30,1.00,6.00,0.03,33.00,0.99,1626.72,218.72
0.25,0.20,0.19,0.74,0.48,0.67,4.19,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.22,5.00,3.35,1.00,6.00,0.03,33.00,1.00,1606.38,215.38
0.24,0.22,0.20,0.71,0.48,0.66,4.82,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.52,0.22,1.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.22,0.20,0.19,0.75,0.49,0.70,3.25,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.56,0.16,7.00,3.37,1.00,6.00,0.03,33.00,0.90,1649.30,220.60
0.22,0.20,0.19,0.76,0.49,0.70,4.89,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.21,8.00,3.35,1.00,6.00,0.03,33.00,0.93,1615.98,225.88
0.24,0.20,0.18,0.74,0.49,0.69,4.47,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.53,0.22,7.00,3.32,1.00,6.00,0.03,33.00,0.96,1632.56,205.10
0.23,0.23,0.19,0.72,0.48,0.66,4.91,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.25,8.00,3.31,1.00,6.00,0.03,33.00,1.00,1629.56,227.10
0.23,0.21,0.20,0.73,0.49,0.68,4.54,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.54,0.22,4.00,3.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.23,0.22,0.20,0.69,0.49,0.65,4.57,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.55,0.25,6.00,3.33,1.00,6.00,0.03,33.00,0.97,1653.40,226.49
0.24,0.24,0.23,0.76,0.43,0.66,3.14,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.21,7.00,3.32,1.00,6.00,0.03,33.00,1.00,1689.42,229.34
0.25,0.23,0.19,0.84,0.55,0.74,4.73,2.00,2.00,2.00,0.19,0.23,0.07,3.00,0.57,0.28,2.00,3.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.24,0.21,0.19,0.75,0.47,0.68,3.34,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.23,8.00,3.31,1.00,6.00,0.03,33.00,0.99,1672.20,205.00
0.22,0.21,0.20,0.73,0.48,0.67,4.93,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.24,8.00,3.27,1.00,6.00,0.03,33.00,0.94,1850.16,230.18
0.24,0.24,0.23,0.76,0.43,0.66,3.14,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.21,6.00,3.32,1.00,6.00,0.03,33.00,1.00,1678.39,224.88
0.21,0.21,0.19,0.74,0.48,0.68,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.54,0.25,8.00,3.26,1.00,6.00,0.03,33.00,0.93,1833.47,230.34
0.24,0.24,0.19,0.76,0.43,0.66,4.47,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.22,7.00,3.37,1.00,6.00,0.03,33.00,0.99,1642.22,229.76
0.19,0.18,0.18,0.87,0.58,0.80,4.97,2.00,2.00,2.00,0.19,0.25,0.07,3.00,0.58,0.29,6.00,3.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.24,0.23,0.21,0.69,0.43,0.62,4.65,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.55,0.24,8.00,3.34,1.00,6.00,0.00,0.00,0.00,1668.38,199.52
0.23,0.21,0.19,0.77,0.48,0.69,4.93,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.55,0.22,7.00,3.39,1.00,6.00,0.03,33.00,0.92,1623.40,229.98
0.21,0.20,0.19,0.83,0.53,0.74,4.96,2.00,2.00,2.00,0.19,0.23,0.07,3.00,0.53,0.25,8.00,3.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.23,0.21,0.19,0.81,0.49,0.72,4.84,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.57,0.22,8.00,3.33,1.00,6.00,0.03,33.00,0.92,1634.62,210.73
0.22,0.21,0.20,0.73,0.48,0.67,4.93,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.24,8.00,3.27,1.00,6.00,0.03,33.00,0.94,1850.92,230.18
0.23,0.20,0.19,0.76,0.48,0.71,3.72,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.56,0.15,5.00,3.37,1.00,6.00,0.03,33.00,0.93,1619.05,217.38
0.24,0.23,0.22,0.77,0.43,0.67,4.55,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.55,0.20,5.00,3.34,1.00,6.00,0.03,33.00,1.00,1622.21,225.58
0.24,0.24,0.23,0.77,0.43,0.67,3.22,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.21,4.00,3.36,1.00,6.00,0.00,0.00,0.00,1651.50,194.16
0.24,0.23,0.23,0.77,0.43,0.66,4.63,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.56,0.25,8.00,3.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.24,0.24,0.19,0.70,0.47,0.65,4.64,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.23,7.00,3.25,1.00,6.00,0.03,33.00,1.00,1750.94,232.39
0.23,0.22,0.20,0.73,0.48,0.68,4.81,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.52,0.22,8.00,3.46,1.00,6.00,0.03,33.00,0.96,1717.87,231.94
0.23,0.21,0.19,0.76,0.49,0.70,4.99,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.56,0.21,8.00,3.34,1.00,6.00,0.03,33.00,0.93,1704.52,231.73
0.23,0.22,0.20,0.73,0.48,0.67,4.82,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.52,0.25,8.00,3.52,1.00,6.00,0.03,33.00,0.97,1749.95,231.64
0.21,0.21,0.19,0.74,0.48,0.68,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.54,0.25,8.00,3.26,1.00,6.00,0.03,33.00,0.93,1833.47,230.34
0.23,0.22,0.20,0.76,0.48,0.69,2.06,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.52,0.21,6.00,3.28,1.00,6.00,0.03,33.00,0.95,1709.50,213.48
0.21,0.20,0.18,0.70,0.42,0.63,3.17,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.21,3.00,3.32,1.00,6.00,0.02,33.00,0.95,1597.73,202.74
0.23,0.21,0.19,0.78,0.50,0.71,4.73,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.53,0.21,6.00,3.27,1.00,6.00,0.03,33.00,0.92,1661.16,210.76
0.23,0.23,0.19,0.75,0.49,0.68,4.28,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.25,7.00,3.33,1.00,6.00,0.03,33.00,0.96,1649.21,229.27
0.21,0.20,0.19,0.76,0.48,0.69,4.85,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.54,0.26,6.00,3.26,1.00,6.00,0.03,33.00,0.92,1609.62,220.60
0.23,0.22,0.22,0.73,0.47,0.67,4.97,2.00,2.00,2.00,0.18,0.25,0.07,3.00,0.52,0.25,8.00,3.33,1.00,6.00,0.03,33.00,0.99,1832.47,231.63
0.21,0.21,0.20,0.72,0.49,0.67,4.91,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.24,5.00,3.28,1.00,6.00,0.03,33.00,0.94,1591.78,218.98
0.24,0.22,0.18,0.74,0.47,0.66,3.39,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.54,0.24,7.00,3.31,1.00,6.00,0.03,33.00,0.99,1670.54,221.71
0.22,0.21,0.20,0.75,0.48,0.68,4.81,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.58,0.25,8.00,3.28,1.00,6.00,0.03,33.00,0.94,1617.89,225.61
0.25,0.21,0.18,0.73,0.49,0.67,4.63,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.25,8.00,3.35,1.00,6.00,0.03,33.00,1.00,1704.49,209.51
0.23,0.20,0.20,0.72,0.48,0.67,3.54,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.54,0.22,5.00,3.36,1.00,6.00,0.03,33.00,0.96,1619.98,213.83
0.24,0.23,0.21,0.72,0.42,0.63,4.60,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.53,0.24,8.00,3.33,1.00,6.00,0.00,0.00,0.00,1633.35,199.83
0.25,0.20,0.19,0.73,0.48,0.67,4.57,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.54,0.22,4.00,3.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.23,0.20,0.19,0.73,0.49,0.68,3.81,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.22,5.00,3.38,1.00,6.00,0.03,33.00,0.95,1614.57,216.59
0.24,0.22,0.20,0.76,0.43,0.66,4.67,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.53,0.24,6.00,3.48,1.00,6.00,0.03,33.00,0.98,1646.82,227.21
0.23,0.21,0.19,0.77,0.48,0.69,4.52,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.53,0.25,4.00,3.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0.23,0.21,0.19,0.73,0.47,0.66,4.59,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.54,0.23,8.00,3.31,1.00,6.00,0.03,33.00,0.99,1619.09,220.70
0.23,0.23,0.19,0.79,0.43,0.67,3.81,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.25,7.00,3.56,1.00,6.00,0.03,33.00,0.96,1652.87,222.65
0.24,0.22,0.18,0.70,0.43,0.63,3.46,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.22,7.00,3.36,1.00,6.00,0.03,33.00,1.00,1645.99,216.94
0.24,0.24,0.19,0.77,0.43,0.66,4.66,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.53,0.23,7.00,3.24,1.00,6.00,0.03,33.00,1.00,1685.47,211.10
0.22,0.21,0.19,0.71,0.48,0.67,4.73,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.22,5.00,3.26,1.00,6.00,0.03,33.00,0.95,1603.35,221.10
0.23,0.21,0.18,0.70,0.40,0.62,4.76,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.53,0.23,6.00,3.30,1.00,6.00,0.03,33.00,1.00,1588.94,213.13
0.23,0.19,0.19,0.77,0.53,0.72,4.97,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.53,0.22,6.00,3.33,1.00,6.00,0.03,33.00,0.91,1611.29,204.85
0.23,0.23,0.21,0.72,0.48,0.68,4.64,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.53,0.20,6.00,3.32,1.00,6.00,0.03,33.00,0.97,1622.46,223.11
0.24,0.21,0.19,0.78,0.44,0.67,3.66,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.54,0.24,6.00,3.32,1.00,6.00,0.03,33.00,0.97,1646.42,222.26
0.22,0.22,0.20,0.74,0.48,0.68,4.19,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.53,0.21,6.00,3.47,1.00,6.00,0.03,33.00,0.93,1633.79,227.34
0.22,0.22,0.20,0.74,0.49,0.69,4.66,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.55,0.18,7.00,3.30,1.00,6.00,0.03,33.00,0.92,1626.09,227.53
0.25,0.21,0.19,0.74,0.48,0.67,1.97,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.54,0.22,5.00,3.34,1.00,6.00,0.03,33.00,1.00,1682.46,203.48
