c1,c2,c2,b1,b2,lhAC,iw,nperiflw,nperfilw2,nperfilw3,zwGround,LFuselageLAPES,WFuselageLAPES,nCelulas,tauE,xCG_Acw,airfoilhIndex,Arh,motorIndex,infoBat,volumeBox,configBox,boxUse,batteryConsumption,Score
0.23,0.22,0.22,0.76,0.47,0.70,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.19,8.00,3.57,1.00,6.00,0.03,33.00,0.93,1931.29,237.94
0.23,0.23,0.22,0.76,0.47,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.53,0.23,8.00,3.50,1.00,6.00,0.03,33.00,0.95,1950.19,237.80
0.23,0.23,0.22,0.76,0.48,0.69,4.96,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.54,0.20,8.00,3.54,1.00,6.00,0.03,33.00,0.94,1929.34,237.87
0.23,0.23,0.22,0.76,0.48,0.69,4.91,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.20,8.00,3.46,1.00,6.00,0.03,33.00,0.94,1926.11,238.08
0.23,0.23,0.22,0.77,0.47,0.69,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.22,8.00,3.50,1.00,6.00,0.03,33.00,0.95,1914.95,237.99
0.23,0.23,0.22,0.75,0.48,0.69,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.21,8.00,3.52,1.00,6.00,0.03,33.00,0.95,1949.14,237.82
0.23,0.23,0.22,0.76,0.48,0.69,4.88,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.20,8.00,3.51,1.00,6.00,0.03,33.00,0.94,1954.63,238.03
0.23,0.23,0.22,0.76,0.48,0.70,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.20,8.00,3.53,1.00,6.00,0.03,33.00,0.94,1947.02,215.65
0.23,0.22,0.22,0.76,0.47,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.21,8.00,3.50,1.00,6.00,0.03,33.00,0.94,1954.36,237.86
0.23,0.23,0.22,0.76,0.47,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.22,8.00,3.49,1.00,6.00,0.03,33.00,0.95,1951.32,237.70
0.23,0.22,0.22,0.76,0.47,0.68,4.90,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.23,8.00,3.49,1.00,6.00,0.03,33.00,0.95,1962.22,237.68
0.23,0.23,0.22,0.76,0.48,0.69,4.85,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.21,8.00,3.46,1.00,6.00,0.03,33.00,0.94,1958.94,237.96
0.23,0.22,0.22,0.76,0.48,0.69,4.92,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.55,0.21,8.00,3.49,1.00,6.00,0.03,33.00,0.94,1964.71,237.92
0.23,0.23,0.22,0.76,0.47,0.69,4.92,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.55,0.20,8.00,3.50,1.00,6.00,0.03,33.00,0.94,1951.38,237.82
0.23,0.23,0.22,0.76,0.48,0.69,4.90,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.53,0.20,8.00,3.54,1.00,6.00,0.03,33.00,0.94,1945.37,233.08
0.23,0.23,0.22,0.76,0.48,0.69,4.92,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.56,0.20,8.00,3.50,1.00,6.00,0.03,33.00,0.94,1969.94,237.93
0.23,0.22,0.22,0.77,0.47,0.69,4.90,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.56,0.23,8.00,3.52,1.00,6.00,0.03,33.00,0.95,1956.98,215.53
0.23,0.22,0.22,0.76,0.48,0.69,4.90,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.20,8.00,3.53,1.00,6.00,0.03,33.00,0.94,1957.33,237.98
0.23,0.22,0.22,0.76,0.48,0.70,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.53,0.20,8.00,3.53,1.00,6.00,0.03,33.00,0.93,1962.68,215.48
0.23,0.22,0.22,0.73,0.49,0.68,4.94,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.22,8.00,3.55,1.00,6.00,0.03,33.00,0.95,1992.27,237.27
0.23,0.23,0.22,0.76,0.45,0.68,4.93,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.21,8.00,3.52,1.00,6.00,0.03,33.00,0.96,1977.71,231.25
0.23,0.23,0.22,0.76,0.48,0.69,4.94,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.57,0.23,8.00,3.49,1.00,6.00,0.03,33.00,0.95,1955.52,237.91
0.23,0.22,0.22,0.76,0.48,0.69,4.89,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.20,8.00,3.49,1.00,6.00,0.03,33.00,0.94,1955.13,237.89
0.23,0.23,0.22,0.76,0.47,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.20,8.00,3.46,1.00,6.00,0.03,33.00,0.94,1978.66,238.01
0.23,0.22,0.22,0.76,0.48,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.21,8.00,3.50,1.00,6.00,0.03,33.00,0.94,1960.75,215.56
0.23,0.23,0.22,0.76,0.47,0.69,4.89,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.53,0.20,8.00,3.51,1.00,6.00,0.03,33.00,0.94,1960.91,235.44
0.23,0.22,0.22,0.75,0.48,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.54,0.18,8.00,3.57,1.00,6.00,0.03,33.00,0.94,1995.20,235.42
0.23,0.22,0.22,0.76,0.47,0.69,4.91,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.55,0.21,8.00,3.48,1.00,6.00,0.03,33.00,0.95,1989.76,237.83
0.23,0.23,0.22,0.77,0.48,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.53,0.21,8.00,3.51,1.00,6.00,0.03,33.00,0.94,1995.24,215.54
0.23,0.22,0.22,0.76,0.48,0.69,4.89,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.23,8.00,3.50,1.00,6.00,0.03,33.00,0.95,1988.80,237.67
0.23,0.22,0.22,0.75,0.48,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.53,0.20,3.00,3.64,1.00,6.00,0.03,33.00,0.92,1988.80,224.11
0.23,0.22,0.22,0.76,0.47,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.53,0.20,8.00,3.50,1.00,6.00,0.03,33.00,0.94,1964.87,233.04
0.23,0.23,0.22,0.76,0.47,0.69,4.90,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.23,8.00,3.52,1.00,6.00,0.03,33.00,0.95,1967.37,237.99
0.23,0.22,0.22,0.76,0.48,0.69,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.20,8.00,3.56,1.00,6.00,0.03,33.00,0.94,1973.86,238.02
0.23,0.22,0.22,0.76,0.48,0.68,4.94,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.25,6.00,3.50,1.00,6.00,0.03,33.00,0.95,1966.90,233.41
0.23,0.22,0.22,0.76,0.48,0.70,4.88,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.19,8.00,3.52,1.00,6.00,0.03,33.00,0.93,1966.85,238.01
0.23,0.22,0.22,0.76,0.47,0.69,4.76,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.23,8.00,3.50,1.00,6.00,0.03,33.00,0.95,2002.17,237.77
0.23,0.22,0.22,0.76,0.48,0.70,4.89,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.18,8.00,3.59,1.00,6.00,0.03,33.00,0.93,2002.17,238.07
0.23,0.23,0.22,0.76,0.47,0.70,4.90,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.18,8.00,3.47,1.00,6.00,0.03,33.00,0.93,1965.75,237.98
0.23,0.22,0.22,0.76,0.48,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.21,8.00,3.53,1.00,6.00,0.03,33.00,0.94,1974.57,237.85
0.23,0.23,0.22,0.76,0.48,0.70,4.90,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.18,8.00,3.47,1.00,6.00,0.03,33.00,0.93,1981.67,238.01
0.23,0.23,0.22,0.76,0.48,0.68,4.90,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.55,0.24,8.00,3.51,1.00,6.00,0.03,33.00,0.95,1997.89,237.70
0.23,0.23,0.22,0.76,0.48,0.69,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.54,0.20,8.00,3.50,1.00,6.00,0.03,33.00,0.94,1978.87,235.43
0.23,0.23,0.22,0.76,0.48,0.69,4.88,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.54,0.22,8.00,3.51,1.00,6.00,0.03,33.00,0.95,1980.30,237.89
0.23,0.23,0.22,0.76,0.48,0.69,4.89,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.53,0.20,8.00,3.62,1.00,6.00,0.03,33.00,0.94,1965.90,237.95
0.23,0.22,0.22,0.76,0.48,0.68,4.94,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.24,8.00,3.50,1.00,6.00,0.03,33.00,0.96,1962.57,237.82
0.23,0.23,0.22,0.76,0.48,0.69,4.88,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.21,8.00,3.52,1.00,6.00,0.03,33.00,0.94,1961.96,238.02
0.23,0.23,0.22,0.77,0.48,0.70,4.90,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.20,8.00,3.58,1.00,6.00,0.03,33.00,0.94,1979.79,215.66
0.23,0.23,0.22,0.76,0.48,0.69,4.95,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.54,0.20,8.00,3.52,1.00,6.00,0.03,33.00,0.94,1977.77,237.90
0.23,0.23,0.22,0.77,0.46,0.69,4.90,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.57,0.21,8.00,3.53,1.00,6.00,0.03,33.00,0.95,1989.55,237.71
0.23,0.23,0.22,0.76,0.48,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.21,8.00,3.50,1.00,6.00,0.03,33.00,0.94,1973.64,238.08
0.23,0.23,0.22,0.76,0.47,0.69,4.90,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.20,8.00,3.51,1.00,6.00,0.03,33.00,0.94,1985.15,237.97
0.23,0.22,0.22,0.73,0.50,0.68,4.94,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.56,0.25,8.00,3.57,1.00,6.00,0.03,33.00,0.96,1964.59,237.06
0.23,0.23,0.22,0.76,0.48,0.69,4.90,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.20,8.00,3.51,1.00,6.00,0.03,33.00,0.94,1980.40,237.96
0.23,0.22,0.22,0.76,0.47,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.53,0.22,8.00,3.47,1.00,6.00,0.03,33.00,0.95,1980.40,237.61
0.23,0.23,0.22,0.76,0.48,0.69,4.92,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.55,0.21,8.00,3.49,1.00,6.00,0.03,33.00,0.95,2011.83,238.02
0.23,0.22,0.22,0.76,0.47,0.69,4.91,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.55,0.21,8.00,3.52,1.00,6.00,0.03,33.00,0.94,1968.79,237.82
0.23,0.23,0.22,0.76,0.48,0.69,4.88,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.20,8.00,3.51,1.00,6.00,0.03,33.00,0.94,1982.06,238.05
0.23,0.22,0.22,0.76,0.47,0.68,4.88,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.53,0.23,8.00,3.50,1.00,6.00,0.03,33.00,0.96,2012.00,237.68
0.23,0.22,0.22,0.76,0.48,0.70,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.18,8.00,3.57,1.00,6.00,0.03,33.00,0.93,1980.23,238.10
0.23,0.23,0.22,0.76,0.48,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.21,8.00,3.50,1.00,6.00,0.03,33.00,0.94,1997.82,238.08
0.23,0.23,0.22,0.76,0.48,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.21,8.00,3.50,1.00,6.00,0.03,33.00,0.94,2005.58,238.08
0.23,0.23,0.22,0.76,0.48,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.21,8.00,3.50,1.00,6.00,0.03,33.00,0.94,2005.58,238.08
0.23,0.23,0.22,0.76,0.48,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.21,8.00,3.50,1.00,6.00,0.03,33.00,0.94,1963.33,238.08
0.23,0.23,0.22,0.76,0.48,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.20,8.00,3.54,1.00,6.00,0.03,33.00,0.94,1967.68,237.92
0.23,0.22,0.22,0.76,0.48,0.70,4.95,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.19,8.00,3.52,1.00,6.00,0.03,33.00,0.94,1975.73,215.52
0.23,0.23,0.22,0.76,0.48,0.69,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.19,8.00,3.52,1.00,6.00,0.03,33.00,0.94,1975.73,238.01
0.23,0.23,0.22,0.76,0.48,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.22,8.00,3.53,1.00,6.00,0.03,33.00,0.95,2001.50,215.56
0.23,0.22,0.22,0.76,0.48,0.69,4.94,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.20,8.00,3.59,1.00,6.00,0.03,33.00,0.94,2001.50,238.01
0.23,0.22,0.22,0.76,0.48,0.68,4.90,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.53,0.23,8.00,3.62,1.00,6.00,0.03,33.00,0.95,1986.18,237.82
0.23,0.23,0.22,0.75,0.48,0.69,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.21,8.00,3.51,1.00,6.00,0.03,33.00,0.94,1973.83,237.85
0.23,0.22,0.22,0.76,0.50,0.70,4.94,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.57,0.23,8.00,3.31,0.00,0.00,0.00,0.00,0.00,1962.50,0.00
0.23,0.23,0.22,0.76,0.48,0.69,4.91,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.56,0.20,8.00,3.47,1.00,6.00,0.03,33.00,0.94,1967.40,238.06
0.23,0.23,0.22,0.76,0.47,0.68,4.95,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.56,0.23,8.00,3.49,1.00,6.00,0.03,33.00,0.96,1967.40,237.68
0.23,0.23,0.22,0.76,0.47,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.19,8.00,3.51,1.00,6.00,0.03,33.00,0.94,1967.40,237.81
0.23,0.23,0.22,0.73,0.48,0.67,4.94,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.53,0.23,8.00,3.58,1.00,6.00,0.03,33.00,0.97,1973.83,230.92
0.23,0.22,0.22,0.76,0.48,0.69,4.88,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.55,0.20,8.00,3.51,1.00,6.00,0.03,33.00,0.94,1993.14,237.95
0.23,0.22,0.22,0.77,0.48,0.70,4.90,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.20,8.00,3.53,1.00,6.00,0.03,33.00,0.94,1992.71,215.57
0.23,0.23,0.22,0.76,0.47,0.69,4.90,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.20,8.00,3.47,1.00,6.00,0.03,33.00,0.94,2005.93,237.86
0.23,0.23,0.22,0.76,0.48,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.21,8.00,3.51,1.00,6.00,0.03,33.00,0.94,1985.47,238.03
0.23,0.23,0.22,0.76,0.48,0.70,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.19,8.00,3.52,1.00,6.00,0.03,33.00,0.94,2009.94,215.60
0.23,0.23,0.22,0.76,0.47,0.69,4.89,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.57,0.19,8.00,3.48,1.00,6.00,0.03,33.00,0.94,1978.35,237.96
0.23,0.23,0.22,0.75,0.48,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.20,8.00,3.38,1.00,6.00,0.03,33.00,0.95,1969.39,237.82
0.23,0.23,0.22,0.76,0.48,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.21,8.00,3.50,1.00,6.00,0.03,33.00,0.94,1992.70,215.56
0.23,0.22,0.22,0.76,0.47,0.69,4.94,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.55,0.21,8.00,3.50,1.00,6.00,0.03,33.00,0.94,2003.28,237.67
0.23,0.23,0.22,0.76,0.48,0.69,4.91,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.20,8.00,3.49,1.00,6.00,0.03,33.00,0.94,2003.28,238.06
0.23,0.23,0.22,0.76,0.48,0.69,4.95,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.20,8.00,3.57,1.00,6.00,0.03,33.00,0.94,2007.70,237.92
0.23,0.22,0.22,0.76,0.48,0.69,4.89,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.54,0.22,8.00,3.48,1.00,6.00,0.03,33.00,0.95,2007.30,237.67
0.23,0.23,0.22,0.76,0.47,0.69,4.96,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.54,0.20,8.00,3.52,1.00,6.00,0.03,33.00,0.94,2007.30,237.82
0.23,0.23,0.22,0.76,0.47,0.69,4.91,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.22,8.00,3.52,1.00,6.00,0.03,33.00,0.95,1976.66,237.94
0.23,0.23,0.22,0.75,0.48,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.20,8.00,3.53,1.00,6.00,0.03,33.00,0.94,1991.31,237.53
0.23,0.23,0.22,0.76,0.47,0.68,4.94,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.57,0.23,8.00,3.49,1.00,6.00,0.03,33.00,0.95,1996.50,237.81
0.23,0.23,0.22,0.76,0.48,0.70,4.95,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.17,8.00,3.59,1.00,6.00,0.03,33.00,0.93,1996.50,215.63
0.23,0.22,0.22,0.76,0.48,0.69,4.89,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.21,8.00,3.53,1.00,6.00,0.03,33.00,0.94,1973.14,237.78
0.23,0.22,0.22,0.76,0.47,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.21,8.00,3.53,1.00,6.00,0.03,33.00,0.95,1973.14,237.82
0.23,0.22,0.22,0.76,0.48,0.69,4.89,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.19,8.00,3.52,1.00,6.00,0.03,33.00,0.94,1957.55,237.97
0.23,0.22,0.22,0.76,0.47,0.69,4.91,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.21,8.00,3.51,1.00,6.00,0.03,33.00,0.95,1951.84,237.82
0.23,0.23,0.22,0.76,0.48,0.69,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.20,8.00,3.48,1.00,6.00,0.03,33.00,0.94,1981.01,238.05
0.23,0.22,0.22,0.76,0.48,0.69,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.21,8.00,3.48,1.00,6.00,0.03,33.00,0.94,1981.01,215.56
0.23,0.23,0.22,0.76,0.48,0.68,4.94,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.25,7.00,3.50,1.00,6.00,0.03,33.00,0.94,2005.98,237.98
0.23,0.22,0.22,0.76,0.47,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.20,8.00,3.44,1.00,6.00,0.03,33.00,0.94,2008.47,237.83
0.23,0.23,0.22,0.76,0.48,0.68,4.93,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.57,0.23,8.00,3.48,1.00,6.00,0.03,33.00,0.96,2007.25,237.82
0.23,0.23,0.22,0.77,0.47,0.69,4.90,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.55,0.24,8.00,3.58,0.00,0.00,0.00,0.00,0.00,1978.69,0.00
0.23,0.23,0.22,0.76,0.48,0.70,4.90,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.17,8.00,3.57,1.00,6.00,0.03,33.00,0.93,1997.99,233.27
0.23,0.22,0.22,0.77,0.50,0.70,4.94,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.55,0.24,8.00,3.52,0.00,0.00,0.00,0.00,0.00,1997.82,0.00
0.23,0.23,0.22,0.76,0.48,0.69,4.90,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.20,8.00,3.51,1.00,6.00,0.03,33.00,0.94,1985.03,237.96
0.23,0.23,0.22,0.76,0.47,0.69,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.54,0.21,8.00,3.51,1.00,6.00,0.03,33.00,0.95,1985.03,232.76
0.23,0.22,0.22,0.76,0.47,0.69,4.88,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.54,0.20,8.00,3.48,1.00,6.00,0.03,33.00,0.94,1987.45,237.88
0.23,0.22,0.22,0.76,0.48,0.69,4.92,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.54,0.19,7.00,3.54,1.00,6.00,0.03,33.00,0.92,2012.44,233.14
0.23,0.23,0.22,0.76,0.48,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.20,8.00,3.51,1.00,6.00,0.03,33.00,0.94,1990.62,215.45
0.23,0.23,0.22,0.76,0.47,0.69,4.90,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.54,0.21,8.00,3.47,1.00,6.00,0.03,33.00,0.95,2006.80,237.84
0.23,0.22,0.22,0.76,0.48,0.70,4.88,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.18,8.00,3.47,1.00,6.00,0.03,33.00,0.93,2011.83,237.98
0.23,0.23,0.22,0.76,0.48,0.69,4.91,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.21,7.00,3.53,1.00,6.00,0.03,33.00,0.93,1972.52,233.11
0.23,0.23,0.22,0.76,0.48,0.69,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.21,8.00,3.49,1.00,6.00,0.03,33.00,0.94,1984.53,237.89
0.23,0.23,0.22,0.76,0.48,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.21,8.00,3.52,1.00,6.00,0.03,33.00,0.94,1991.66,238.01
0.23,0.23,0.22,0.76,0.47,0.69,4.89,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.55,0.20,8.00,3.51,1.00,6.00,0.03,33.00,0.94,1993.18,237.81
0.23,0.22,0.22,0.76,0.47,0.69,4.87,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.55,0.20,8.00,3.51,1.00,6.00,0.03,33.00,0.94,2008.35,237.90
0.23,0.22,0.22,0.76,0.48,0.69,4.91,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.23,8.00,3.52,1.00,6.00,0.03,33.00,0.95,2017.82,237.92
0.23,0.23,0.22,0.76,0.48,0.69,4.89,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.54,0.23,8.00,3.50,1.00,6.00,0.03,33.00,0.95,1975.97,237.91
0.23,0.23,0.22,0.76,0.48,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.20,8.00,3.62,1.00,6.00,0.03,33.00,0.94,1975.49,237.97
0.23,0.23,0.22,0.76,0.48,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.57,0.21,8.00,3.50,1.00,6.00,0.03,33.00,0.94,1975.61,238.08
0.23,0.23,0.22,0.76,0.48,0.69,4.91,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.20,8.00,3.53,1.00,6.00,0.03,33.00,0.94,1990.75,238.07
0.23,0.22,0.22,0.75,0.48,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.53,0.20,8.00,3.59,1.00,6.00,0.03,33.00,0.94,1999.75,233.01
0.23,0.23,0.22,0.76,0.48,0.69,4.95,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.21,8.00,3.50,1.00,6.00,0.03,33.00,0.94,1999.81,238.06
0.23,0.23,0.22,0.76,0.48,0.69,4.90,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.20,8.00,3.52,1.00,6.00,0.03,33.00,0.94,2015.79,237.96
0.23,0.22,0.22,0.76,0.47,0.69,4.90,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.58,0.23,8.00,3.51,1.00,6.00,0.03,33.00,0.96,2008.67,237.77
0.23,0.23,0.22,0.76,0.48,0.69,4.90,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.53,0.20,8.00,3.45,1.00,6.00,0.03,33.00,0.94,2008.67,237.82
0.23,0.23,0.22,0.76,0.47,0.70,4.90,2.00,2.00,2.00,0.19,0.24,0.07,3.00,0.55,0.19,8.00,3.50,1.00,6.00,0.03,33.00,0.93,1995.06,238.02
0.23,0.23,0.22,0.76,0.48,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.23,8.00,3.49,1.00,6.00,0.03,33.00,0.95,2008.45,215.61
0.23,0.23,0.22,0.76,0.47,0.68,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.25,8.00,3.51,1.00,6.00,0.03,33.00,0.96,1996.10,237.63
0.23,0.23,0.23,0.76,0.47,0.69,4.89,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.54,0.21,8.00,3.61,1.00,6.00,0.03,33.00,0.95,2001.74,237.86
0.23,0.22,0.22,0.76,0.48,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.23,8.00,3.49,1.00,6.00,0.03,33.00,0.95,2026.91,238.02
0.23,0.22,0.22,0.76,0.48,0.69,4.88,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.20,8.00,3.59,1.00,6.00,0.03,33.00,0.94,2026.91,237.89
0.23,0.23,0.22,0.76,0.47,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.20,8.00,3.51,1.00,6.00,0.03,33.00,0.94,2026.91,238.04
0.23,0.22,0.22,0.76,0.47,0.69,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.55,0.21,8.00,3.49,1.00,6.00,0.03,33.00,0.95,1956.00,233.05
0.23,0.22,0.22,0.76,0.47,0.69,4.93,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.21,8.00,3.56,1.00,6.00,0.03,33.00,0.94,2009.90,237.94
0.23,0.23,0.22,0.76,0.48,0.69,4.92,2.00,2.00,2.00,0.18,0.24,0.07,3.00,0.56,0.21,8.00,3.50,1.00,6.00,0.03,33.00,0.94,1991.80,238.08
